image,grid,tokens,kept_now,kept_with_floor
chartqa_images/65.jpg,13x15,195,40,64
chartqa_images/66.jpg,13x15,195,40,64
chartqa_images/67.jpg,16x15,240,49,64
chartqa_images/68.jpg,16x15,240,49,64
chartqa_images/69.jpg,18x31,558,115,115
chartqa_images/70.jpg,18x31,558,115,115
chartqa_images/71.jpg,21x30,630,130,130
chartqa_images/72.jpg,21x30,630,130,130
chartqa_images/73.jpg,34x30,1020,211,211
chartqa_images/74.jpg,34x30,1020,211,211
chartqa_images/75.jpg,21x30,630,130,130
chartqa_images/76.jpg,21x30,630,130,130
chartqa_images/77.jpg,12x11,132,27,64
chartqa_images/78.jpg,12x11,132,27,64
chartqa_images/79.jpg,18x11,198,40,64
chartqa_images/80.jpg,18x11,198,40,64
chartqa_images/81.jpg,17x11,187,38,64
chartqa_images/82.jpg,17x11,187,38,64
chartqa_images/83.jpg,12x15,180,37,64
chartqa_images/84.jpg,12x15,180,37,64
chartqa_images/85.jpg,14x11,154,31,64
chartqa_images/86.jpg,14x11,154,31,64
chartqa_images/87.jpg,12x11,132,27,64
chartqa_images/88.jpg,12x11,132,27,64
chartqa_images/89.jpg,26x30,780,161,161
chartqa_images/90.jpg,26x30,780,161,161
chartqa_images/91.jpg,21x30,630,130,130
chartqa_images/92.jpg,21x30,630,130,130
chartqa_images/93.jpg,38x22,836,173,173
chartqa_images/94.jpg,38x22,836,173,173
chartqa_images/95.jpg,21x30,630,130,130
chartqa_images/96.jpg,21x30,630,130,130
chartqa_images/97.jpg,14x15,210,43,64
chartqa_images/98.jpg,14x15,210,43,64
chartqa_images/99.jpg,21x30,630,130,130
chartqa_images/100.jpg,21x30,630,130,130
chartqa_images/101.jpg,21x30,630,130,130
chartqa_images/102.jpg,21x30,630,130,130
chartqa_images/103.jpg,13x15,195,40,64
chartqa_images/104.jpg,13x15,195,40,64
chartqa_images/105.jpg,13x10,130,26,64
chartqa_images/106.jpg,13x10,130,26,64
chartqa_images/107.jpg,13x11,143,29,64
chartqa_images/108.jpg,13x11,143,29,64
chartqa_images/109.jpg,11x15,165,34,64
chartqa_images/110.jpg,11x15,165,34,64
chartqa_images/111.jpg,13x7,91,18,64
chartqa_images/112.jpg,13x7,91,18,64
chartqa_images/113.jpg,21x30,630,130,130
chartqa_images/114.jpg,21x30,630,130,130
chartqa_images/115.jpg,21x30,630,130,130
chartqa_images/116.jpg,21x30,630,130,130
chartqa_images/117.jpg,16x15,240,49,64
chartqa_images/118.jpg,16x15,240,49,64
chartqa_images/119.jpg,16x15,240,49,64
chartqa_images/120.jpg,16x15,240,49,64
chartqa_images/121.jpg,11x15,165,34,64
chartqa_images/122.jpg,11x15,165,34,64
chartqa_images/123.jpg,21x30,630,130,130
chartqa_images/124.jpg,21x30,630,130,130
chartqa_images/125.jpg,18x7,126,26,64
chartqa_images/126.jpg,18x7,126,26,64
chartqa_images/127.jpg,17x7,119,24,64
chartqa_images/128.jpg,17x7,119,24,64
chartqa_images/129.jpg,21x30,630,130,130
chartqa_images/130.jpg,21x30,630,130,130
chartqa_images/131.jpg,15x7,105,21,64
chartqa_images/132.jpg,15x7,105,21,64
chartqa_images/133.jpg,16x11,176,36,64
chartqa_images/134.jpg,16x11,176,36,64
chartqa_images/135.jpg,24x30,720,149,149
chartqa_images/136.jpg,24x30,720,149,149
chartqa_images/137.jpg,17x11,187,38,64
chartqa_images/138.jpg,17x11,187,38,64
chartqa_images/139.jpg,13x15,195,40,64
chartqa_images/140.jpg,13x15,195,40,64
chartqa_images/141.jpg,12x11,132,27,64
chartqa_images/142.jpg,12x11,132,27,64
chartqa_images/143.jpg,14x13,182,37,64
chartqa_images/144.jpg,14x13,182,37,64
chartqa_images/145.jpg,14x15,210,43,64
chartqa_images/146.jpg,14x15,210,43,64
chartqa_images/147.jpg,12x11,132,27,64
chartqa_images/148.jpg,12x11,132,27,64
chartqa_images/149.jpg,11x11,121,25,64
chartqa_images/150.jpg,11x11,121,25,64
chartqa_images/151.jpg,16x11,176,36,64
chartqa_images/152.jpg,16x11,176,36,64
chartqa_images/153.jpg,14x15,210,43,64
chartqa_images/154.jpg,14x15,210,43,64
chartqa_images/155.jpg,14x11,154,31,64
chartqa_images/156.jpg,14x11,154,31,64
chartqa_images/157.jpg,14x11,154,31,64
chartqa_images/158.jpg,14x11,154,31,64
chartqa_images/159.jpg,12x11,132,27,64
chartqa_images/160.jpg,12x11,132,27,64
chartqa_images/161.jpg,11x10,110,22,64
chartqa_images/162.jpg,11x10,110,22,64
chartqa_images/163.jpg,13x15,195,40,64
chartqa_images/164.jpg,13x15,195,40,64
chartqa_images/165.jpg,12x11,132,27,64
chartqa_images/166.jpg,12x11,132,27,64
chartqa_images/167.jpg,13x7,91,18,64
chartqa_images/168.jpg,13x7,91,18,64
chartqa_images/169.jpg,16x7,112,23,64
chartqa_images/170.jpg,16x7,112,23,64
chartqa_images/171.jpg,15x7,105,21,64
chartqa_images/172.jpg,15x7,105,21,64
chartqa_images/173.jpg,12x11,132,27,64
chartqa_images/174.jpg,12x11,132,27,64
chartqa_images/175.jpg,15x8,120,24,64
chartqa_images/176.jpg,15x8,120,24,64
chartqa_images/177.jpg,11x7,77,15,64
chartqa_images/178.jpg,11x7,77,15,64
chartqa_images/179.jpg,16x7,112,23,64
chartqa_images/180.jpg,16x7,112,23,64
chartqa_images/181.jpg,18x9,162,33,64
chartqa_images/182.jpg,18x9,162,33,64
chartqa_images/183.jpg,14x11,154,31,64
chartqa_images/184.jpg,14x11,154,31,64
chartqa_images/185.jpg,12x7,84,17,64
chartqa_images/186.jpg,12x7,84,17,64
chartqa_images/187.jpg,12x7,84,17,64
chartqa_images/188.jpg,12x7,84,17,64
chartqa_images/189.jpg,12x11,132,27,64
chartqa_images/190.jpg,12x11,132,27,64
chartqa_images/191.jpg,14x11,154,31,64
chartqa_images/192.jpg,14x11,154,31,64
chartqa_images/193.jpg,14x15,210,43,64
chartqa_images/194.jpg,14x15,210,43,64
chartqa_images/195.jpg,14x15,210,43,64
chartqa_images/196.jpg,14x15,210,43,64
chartqa_images/197.jpg,15x11,165,34,64
chartqa_images/198.jpg,15x11,165,34,64
chartqa_images/199.jpg,21x30,630,130,130
chartqa_images/200.jpg,21x30,630,130,130
chartqa_images/201.jpg,21x30,630,130,130
chartqa_images/202.jpg,21x30,630,130,130
chartqa_images/203.jpg,21x30,630,130,130
chartqa_images/204.jpg,21x30,630,130,130
chartqa_images/205.jpg,21x30,630,130,130
chartqa_images/206.jpg,21x30,630,130,130
chartqa_images/207.jpg,21x30,630,130,130
chartqa_images/208.jpg,21x30,630,130,130
chartqa_images/209.jpg,21x30,630,130,130
chartqa_images/210.jpg,21x30,630,130,130
chartqa_images/211.jpg,21x30,630,130,130
chartqa_images/212.jpg,21x30,630,130,130
chartqa_images/213.jpg,21x30,630,130,130
chartqa_images/214.jpg,21x30,630,130,130
chartqa_images/215.jpg,21x30,630,130,130
chartqa_images/216.jpg,21x30,630,130,130
chartqa_images/217.jpg,21x30,630,130,130
chartqa_images/218.jpg,21x30,630,130,130
chartqa_images/219.jpg,21x30,630,130,130
chartqa_images/220.jpg,21x30,630,130,130
chartqa_images/221.jpg,21x30,630,130,130
chartqa_images/222.jpg,21x30,630,130,130
chartqa_images/223.jpg,21x30,630,130,130
chartqa_images/224.jpg,21x30,630,130,130
chartqa_images/225.jpg,21x30,630,130,130
chartqa_images/226.jpg,21x30,630,130,130
chartqa_images/227.jpg,21x30,630,130,130
chartqa_images/228.jpg,21x30,630,130,130
chartqa_images/229.jpg,21x30,630,130,130
chartqa_images/230.jpg,21x30,630,130,130
chartqa_images/231.jpg,21x30,630,130,130
chartqa_images/232.jpg,21x30,630,130,130
chartqa_images/233.jpg,21x30,630,130,130
chartqa_images/234.jpg,21x30,630,130,130
chartqa_images/235.jpg,21x30,630,130,130
chartqa_images/236.jpg,21x30,630,130,130
chartqa_images/237.jpg,21x30,630,130,130
chartqa_images/238.jpg,21x30,630,130,130
chartqa_images/239.jpg,21x30,630,130,130
chartqa_images/240.jpg,21x30,630,130,130
chartqa_images/241.jpg,21x30,630,130,130
chartqa_images/242.jpg,21x30,630,130,130
chartqa_images/243.jpg,21x30,630,130,130
chartqa_images/244.jpg,21x30,630,130,130
chartqa_images/245.jpg,21x30,630,130,130
chartqa_images/246.jpg,21x30,630,130,130
chartqa_images/247.jpg,21x30,630,130,130
chartqa_images/248.jpg,21x30,630,130,130
chartqa_images/249.jpg,21x30,630,130,130
chartqa_images/250.jpg,21x30,630,130,130
chartqa_images/251.jpg,21x30,630,130,130
chartqa_images/252.jpg,21x30,630,130,130
chartqa_images/253.jpg,21x30,630,130,130
chartqa_images/254.jpg,21x30,630,130,130
chartqa_images/255.jpg,21x30,630,130,130
chartqa_images/256.jpg,21x30,630,130,130
chartqa_images/257.jpg,21x30,630,130,130
chartqa_images/258.jpg,21x30,630,130,130
chartqa_images/259.jpg,21x30,630,130,130
chartqa_images/260.jpg,21x30,630,130,130
chartqa_images/261.jpg,21x30,630,130,130
chartqa_images/262.jpg,21x30,630,130,130
chartqa_images/263.jpg,21x30,630,130,130
chartqa_images/264.jpg,21x30,630,130,130
chartqa_images/265.jpg,21x30,630,130,130
chartqa_images/266.jpg,21x30,630,130,130
chartqa_images/267.jpg,21x30,630,130,130
chartqa_images/268.jpg,21x30,630,130,130
chartqa_images/269.jpg,21x30,630,130,130
chartqa_images/270.jpg,21x30,630,130,130
chartqa_images/271.jpg,21x30,630,130,130
chartqa_images/272.jpg,21x30,630,130,130
chartqa_images/273.jpg,21x30,630,130,130
chartqa_images/274.jpg,21x30,630,130,130
chartqa_images/275.jpg,21x30,630,130,130
chartqa_images/276.jpg,21x30,630,130,130
chartqa_images/277.jpg,21x30,630,130,130
chartqa_images/278.jpg,21x30,630,130,130
chartqa_images/279.jpg,21x30,630,130,130
chartqa_images/280.jpg,21x30,630,130,130
chartqa_images/281.jpg,21x30,630,130,130
chartqa_images/282.jpg,21x30,630,130,130
chartqa_images/283.jpg,21x30,630,130,130
chartqa_images/284.jpg,21x30,630,130,130
chartqa_images/285.jpg,21x30,630,130,130
chartqa_images/286.jpg,21x30,630,130,130
chartqa_images/287.jpg,21x30,630,130,130
chartqa_images/288.jpg,21x30,630,130,130
chartqa_images/289.jpg,21x30,630,130,130
chartqa_images/290.jpg,21x30,630,130,130
chartqa_images/291.jpg,21x30,630,130,130
chartqa_images/292.jpg,21x30,630,130,130
chartqa_images/293.jpg,21x30,630,130,130
chartqa_images/294.jpg,21x30,630,130,130
chartqa_images/295.jpg,21x30,630,130,130
chartqa_images/296.jpg,21x30,630,130,130
chartqa_images/297.jpg,21x30,630,130,130
chartqa_images/298.jpg,21x30,630,130,130
chartqa_images/299.jpg,21x30,630,130,130
chartqa_images/300.jpg,21x30,630,130,130
chartqa_images/301.jpg,21x30,630,130,130
chartqa_images/302.jpg,21x30,630,130,130
chartqa_images/303.jpg,21x30,630,130,130
chartqa_images/304.jpg,21x30,630,130,130
chartqa_images/305.jpg,21x30,630,130,130
chartqa_images/306.jpg,21x30,630,130,130
chartqa_images/307.jpg,21x30,630,130,130
chartqa_images/308.jpg,21x30,630,130,130
chartqa_images/309.jpg,21x30,630,130,130
chartqa_images/310.jpg,21x30,630,130,130
chartqa_images/311.jpg,21x30,630,130,130
chartqa_images/312.jpg,21x30,630,130,130
chartqa_images/313.jpg,21x30,630,130,130
chartqa_images/314.jpg,21x30,630,130,130
chartqa_images/315.jpg,21x30,630,130,130
chartqa_images/316.jpg,21x30,630,130,130
chartqa_images/317.jpg,21x30,630,130,130
chartqa_images/318.jpg,21x30,630,130,130
chartqa_images/319.jpg,21x30,630,130,130
chartqa_images/320.jpg,21x30,630,130,130
chartqa_images/321.jpg,21x30,630,130,130
chartqa_images/322.jpg,21x30,630,130,130
chartqa_images/323.jpg,21x30,630,130,130
chartqa_images/324.jpg,21x30,630,130,130
chartqa_images/325.jpg,21x30,630,130,130
chartqa_images/326.jpg,21x30,630,130,130
chartqa_images/327.jpg,21x30,630,130,130
chartqa_images/328.jpg,21x30,630,130,130
chartqa_images/329.jpg,21x30,630,130,130
chartqa_images/330.jpg,21x30,630,130,130
chartqa_images/331.jpg,21x30,630,130,130
chartqa_images/332.jpg,21x30,630,130,130
chartqa_images/333.jpg,21x30,630,130,130
chartqa_images/334.jpg,21x30,630,130,130
chartqa_images/335.jpg,21x30,630,130,130
chartqa_images/336.jpg,21x30,630,130,130
chartqa_images/337.jpg,21x30,630,130,130
chartqa_images/338.jpg,21x30,630,130,130
chartqa_images/339.jpg,21x30,630,130,130
chartqa_images/340.jpg,21x30,630,130,130
chartqa_images/341.jpg,21x30,630,130,130
chartqa_images/342.jpg,21x30,630,130,130
chartqa_images/343.jpg,21x30,630,130,130
chartqa_images/344.jpg,21x30,630,130,130
chartqa_images/345.jpg,21x30,630,130,130
chartqa_images/346.jpg,21x30,630,130,130
chartqa_images/347.jpg,21x30,630,130,130
chartqa_images/348.jpg,21x30,630,130,130
chartqa_images/349.jpg,21x30,630,130,130
chartqa_images/350.jpg,21x30,630,130,130
chartqa_images/351.jpg,21x30,630,130,130
chartqa_images/352.jpg,21x30,630,130,130
chartqa_images/353.jpg,21x30,630,130,130
chartqa_images/354.jpg,21x30,630,130,130
chartqa_images/355.jpg,21x30,630,130,130
chartqa_images/356.jpg,21x30,630,130,130
chartqa_images/357.jpg,21x30,630,130,130
chartqa_images/358.jpg,21x30,630,130,130
chartqa_images/359.jpg,21x30,630,130,130
chartqa_images/360.jpg,21x30,630,130,130
chartqa_images/361.jpg,21x30,630,130,130
chartqa_images/362.jpg,21x30,630,130,130
chartqa_images/363.jpg,21x30,630,130,130
chartqa_images/364.jpg,21x30,630,130,130
chartqa_images/365.jpg,21x30,630,130,130
chartqa_images/366.jpg,21x30,630,130,130
chartqa_images/367.jpg,21x30,630,130,130
chartqa_images/368.jpg,21x30,630,130,130
chartqa_images/369.jpg,21x30,630,130,130
chartqa_images/370.jpg,21x30,630,130,130
chartqa_images/371.jpg,21x30,630,130,130
chartqa_images/372.jpg,21x30,630,130,130
chartqa_images/373.jpg,21x30,630,130,130
chartqa_images/374.jpg,21x30,630,130,130
chartqa_images/375.jpg,21x30,630,130,130
chartqa_images/376.jpg,21x30,630,130,130
chartqa_images/377.jpg,21x30,630,130,130
chartqa_images/378.jpg,21x30,630,130,130
chartqa_images/379.jpg,21x30,630,130,130
chartqa_images/380.jpg,21x30,630,130,130
chartqa_images/381.jpg,21x30,630,130,130
chartqa_images/382.jpg,21x30,630,130,130
chartqa_images/383.jpg,21x30,630,130,130
chartqa_images/384.jpg,21x30,630,130,130
chartqa_images/385.jpg,21x30,630,130,130
chartqa_images/386.jpg,21x30,630,130,130
chartqa_images/387.jpg,21x30,630,130,130
chartqa_images/388.jpg,21x30,630,130,130
chartqa_images/389.jpg,21x30,630,130,130
chartqa_images/390.jpg,21x30,630,130,130
chartqa_images/391.jpg,21x30,630,130,130
chartqa_images/392.jpg,21x30,630,130,130
chartqa_images/393.jpg,21x30,630,130,130
chartqa_images/394.jpg,21x30,630,130,130
chartqa_images/395.jpg,21x30,630,130,130
chartqa_images/396.jpg,21x30,630,130,130
chartqa_images/397.jpg,21x30,630,130,130
chartqa_images/398.jpg,21x30,630,130,130
chartqa_images/399.jpg,21x30,630,130,130
chartqa_images/400.jpg,21x30,630,130,130
chartqa_images/401.jpg,21x30,630,130,130
chartqa_images/402.jpg,21x30,630,130,130
chartqa_images/403.jpg,21x30,630,130,130
chartqa_images/404.jpg,21x30,630,130,130
chartqa_images/405.jpg,21x30,630,130,130
chartqa_images/406.jpg,21x30,630,130,130
chartqa_images/407.jpg,21x30,630,130,130
chartqa_images/408.jpg,21x30,630,130,130
chartqa_images/409.jpg,21x30,630,130,130
chartqa_images/410.jpg,21x30,630,130,130
chartqa_images/411.jpg,21x30,630,130,130
chartqa_images/412.jpg,21x30,630,130,130
chartqa_images/413.jpg,21x30,630,130,130
chartqa_images/414.jpg,21x30,630,130,130
chartqa_images/415.jpg,21x30,630,130,130
chartqa_images/416.jpg,21x30,630,130,130
chartqa_images/417.jpg,21x30,630,130,130
chartqa_images/418.jpg,21x30,630,130,130
chartqa_images/419.jpg,21x30,630,130,130
chartqa_images/420.jpg,21x30,630,130,130
chartqa_images/421.jpg,21x30,630,130,130
chartqa_images/422.jpg,21x30,630,130,130
chartqa_images/423.jpg,21x30,630,130,130
chartqa_images/424.jpg,21x30,630,130,130
chartqa_images/425.jpg,21x30,630,130,130
chartqa_images/426.jpg,21x30,630,130,130
chartqa_images/427.jpg,21x30,630,130,130
chartqa_images/428.jpg,21x30,630,130,130
chartqa_images/429.jpg,21x30,630,130,130
chartqa_images/430.jpg,21x30,630,130,130
chartqa_images/431.jpg,21x30,630,130,130
chartqa_images/432.jpg,21x30,630,130,130
chartqa_images/433.jpg,21x30,630,130,130
chartqa_images/434.jpg,21x30,630,130,130
chartqa_images/435.jpg,18x31,558,115,115
chartqa_images/436.jpg,18x31,558,115,115
chartqa_images/437.jpg,23x22,506,104,104
chartqa_images/438.jpg,23x22,506,104,104
chartqa_images/439.jpg,19x30,570,117,117
chartqa_images/440.jpg,19x30,570,117,117
chartqa_images/441.jpg,12x15,180,37,64
chartqa_images/442.jpg,12x15,180,37,64
chartqa_images/443.jpg,13x11,143,29,64
chartqa_images/444.jpg,13x11,143,29,64
chartqa_images/445.jpg,12x11,132,27,64
chartqa_images/446.jpg,12x11,132,27,64
chartqa_images/447.jpg,46x30,1380,285,285
chartqa_images/448.jpg,46x30,1380,285,285
chartqa_images/449.jpg,24x22,528,109,109
chartqa_images/450.jpg,24x22,528,109,109
chartqa_images/451.jpg,25x30,750,155,155
chartqa_images/452.jpg,25x30,750,155,155
chartqa_images/453.jpg,27x30,810,167,167
chartqa_images/454.jpg,27x30,810,167,167
chartqa_images/455.jpg,24x22,528,109,109
chartqa_images/456.jpg,24x22,528,109,109
chartqa_images/457.jpg,37x22,814,168,168
chartqa_images/458.jpg,37x22,814,168,168
chartqa_images/459.jpg,30x22,660,136,136
chartqa_images/460.jpg,30x22,660,136,136
chartqa_images/461.jpg,24x30,720,149,149
chartqa_images/462.jpg,24x30,720,149,149
chartqa_images/463.jpg,19x30,570,117,117
chartqa_images/464.jpg,19x30,570,117,117
chartqa_images/465.jpg,13x11,143,29,64
chartqa_images/466.jpg,13x11,143,29,64
chartqa_images/467.jpg,16x11,176,36,64
chartqa_images/468.jpg,16x11,176,36,64
chartqa_images/469.jpg,16x15,240,49,64
chartqa_images/470.jpg,16x15,240,49,64
chartqa_images/471.jpg,28x22,616,127,127
chartqa_images/472.jpg,28x22,616,127,127
chartqa_images/473.jpg,29x30,870,180,180
chartqa_images/474.jpg,29x30,870,180,180
chartqa_images/475.jpg,39x30,1170,242,242
chartqa_images/476.jpg,39x30,1170,242,242
chartqa_images/477.jpg,18x11,198,40,64
chartqa_images/478.jpg,18x11,198,40,64
chartqa_images/479.jpg,16x11,176,36,64
chartqa_images/480.jpg,16x11,176,36,64
chartqa_images/481.jpg,15x11,165,34,64
chartqa_images/482.jpg,15x11,165,34,64
chartqa_images/483.jpg,11x11,121,25,64
chartqa_images/484.jpg,11x11,121,25,64
chartqa_images/485.jpg,15x15,225,46,64
chartqa_images/486.jpg,15x15,225,46,64
chartqa_images/487.jpg,16x11,176,36,64
chartqa_images/488.jpg,16x11,176,36,64
chartqa_images/489.jpg,15x11,165,34,64
chartqa_images/490.jpg,15x11,165,34,64
chartqa_images/491.jpg,22x15,330,68,68
chartqa_images/492.jpg,22x15,330,68,68
chartqa_images/493.jpg,15x11,165,34,64
chartqa_images/494.jpg,15x11,165,34,64
chartqa_images/495.jpg,18x11,198,40,64
chartqa_images/496.jpg,18x11,198,40,64
chartqa_images/497.jpg,14x15,210,43,64
chartqa_images/498.jpg,14x15,210,43,64
chartqa_images/499.jpg,11x11,121,25,64
chartqa_images/500.jpg,11x11,121,25,64
chartqa_images/501.jpg,12x15,180,37,64
chartqa_images/502.jpg,12x15,180,37,64
chartqa_images/503.jpg,12x15,180,37,64
chartqa_images/504.jpg,12x15,180,37,64
chartqa_images/505.jpg,11x15,165,34,64
chartqa_images/506.jpg,11x15,165,34,64
chartqa_images/507.jpg,14x11,154,31,64
chartqa_images/508.jpg,14x11,154,31,64
chartqa_images/509.jpg,27x15,405,83,83
chartqa_images/510.jpg,27x15,405,83,83
chartqa_images/511.jpg,13x11,143,29,64
chartqa_images/512.jpg,13x11,143,29,64
chartqa_images/513.jpg,18x31,558,115,115
chartqa_images/514.jpg,18x31,558,115,115
chartqa_images/515.jpg,18x31,558,115,115
chartqa_images/516.jpg,18x31,558,115,115
chartqa_images/517.jpg,18x31,558,115,115
chartqa_images/518.jpg,18x31,558,115,115
chartqa_images/519.jpg,18x31,558,115,115
chartqa_images/520.jpg,18x31,558,115,115
chartqa_images/521.jpg,18x31,558,115,115
chartqa_images/522.jpg,18x31,558,115,115
chartqa_images/523.jpg,18x31,558,115,115
chartqa_images/524.jpg,18x31,558,115,115
chartqa_images/525.jpg,18x31,558,115,115
chartqa_images/526.jpg,18x31,558,115,115
chartqa_images/527.jpg,18x31,558,115,115
chartqa_images/528.jpg,18x31,558,115,115
chartqa_images/529.jpg,18x31,558,115,115
chartqa_images/530.jpg,18x31,558,115,115
chartqa_images/531.jpg,18x31,558,115,115
chartqa_images/532.jpg,18x31,558,115,115
chartqa_images/533.jpg,18x31,558,115,115
chartqa_images/534.jpg,18x31,558,115,115
chartqa_images/535.jpg,18x31,558,115,115
chartqa_images/536.jpg,18x31,558,115,115
chartqa_images/537.jpg,18x31,558,115,115
chartqa_images/538.jpg,18x31,558,115,115
chartqa_images/539.jpg,18x31,558,115,115
chartqa_images/540.jpg,18x31,558,115,115
chartqa_images/541.jpg,18x31,558,115,115
chartqa_images/542.jpg,18x31,558,115,115
chartqa_images/543.jpg,18x31,558,115,115
chartqa_images/544.jpg,18x31,558,115,115
chartqa_images/545.jpg,18x31,558,115,115
chartqa_images/546.jpg,18x31,558,115,115
chartqa_images/547.jpg,18x31,558,115,115
chartqa_images/548.jpg,18x31,558,115,115
chartqa_images/549.jpg,18x31,558,115,115
chartqa_images/550.jpg,18x31,558,115,115
chartqa_images/551.jpg,16x15,240,49,64
chartqa_images/552.jpg,16x15,240,49,64
chartqa_images/553.jpg,13x11,143,29,64
chartqa_images/554.jpg,13x11,143,29,64
chartqa_images/555.jpg,15x11,165,34,64
chartqa_images/556.jpg,15x11,165,34,64
chartqa_images/557.jpg,11x15,165,34,64
chartqa_images/558.jpg,11x15,165,34,64
chartqa_images/559.jpg,14x15,210,43,64
chartqa_images/560.jpg,14x15,210,43,64
chartqa_images/561.jpg,21x30,630,130,130
chartqa_images/562.jpg,21x30,630,130,130
chartqa_images/563.jpg,21x30,630,130,130
chartqa_images/564.jpg,21x30,630,130,130
chartqa_images/565.jpg,12x15,180,37,64
chartqa_images/566.jpg,12x15,180,37,64
chartqa_images/567.jpg,21x30,630,130,130
chartqa_images/568.jpg,21x30,630,130,130
chartqa_images/569.jpg,21x30,630,130,130
chartqa_images/570.jpg,21x30,630,130,130
chartqa_images/571.jpg,21x30,630,130,130
chartqa_images/572.jpg,21x30,630,130,130
chartqa_images/573.jpg,21x30,630,130,130
chartqa_images/574.jpg,21x30,630,130,130
chartqa_images/575.jpg,21x30,630,130,130
chartqa_images/576.jpg,21x30,630,130,130
chartqa_images/577.jpg,21x30,630,130,130
chartqa_images/578.jpg,21x30,630,130,130
chartqa_images/579.jpg,18x31,558,115,115
chartqa_images/580.jpg,18x31,558,115,115
chartqa_images/581.jpg,18x31,558,115,115
chartqa_images/582.jpg,18x31,558,115,115
chartqa_images/583.jpg,18x31,558,115,115
chartqa_images/584.jpg,18x31,558,115,115
chartqa_images/585.jpg,18x31,558,115,115
chartqa_images/586.jpg,18x31,558,115,115
chartqa_images/587.jpg,18x31,558,115,115
chartqa_images/588.jpg,18x31,558,115,115
chartqa_images/589.jpg,18x31,558,115,115
chartqa_images/590.jpg,18x31,558,115,115
chartqa_images/591.jpg,18x31,558,115,115
chartqa_images/592.jpg,18x31,558,115,115
chartqa_images/593.jpg,18x31,558,115,115
chartqa_images/594.jpg,18x31,558,115,115
chartqa_images/595.jpg,18x31,558,115,115
chartqa_images/596.jpg,18x31,558,115,115
chartqa_images/597.jpg,18x31,558,115,115
chartqa_images/598.jpg,18x31,558,115,115
chartqa_images/599.jpg,18x31,558,115,115
chartqa_images/600.jpg,18x31,558,115,115
chartqa_images/601.jpg,18x31,558,115,115
chartqa_images/602.jpg,18x31,558,115,115
chartqa_images/603.jpg,18x31,558,115,115
chartqa_images/604.jpg,18x31,558,115,115
chartqa_images/605.jpg,20x29,580,120,120
chartqa_images/606.jpg,20x29,580,120,120
